出口站点,日期,小时,分钟,车流量
2002,2021/5/20,14,45,1
2002,2021/5/20,15,0,1
2002,2021/5/20,15,5,1
2002,2021/5/20,15,10,1
2002,2021/5/20,16,0,1
2002,2021/5/20,16,5,1
2002,2021/5/20,16,15,1
2002,2021/5/20,16,55,1
2002,2021/5/20,17,5,1
2002,2021/5/20,17,15,1
2002,2021/5/20,17,25,1
2002,2021/5/20,18,5,1
2002,2021/5/20,18,20,1
2002,2021/5/20,18,25,1
2002,2021/5/20,18,40,1
2002,2021/5/20,18,55,1
2002,2021/5/20,19,5,1
2002,2021/5/20,19,15,2
2002,2021/5/20,19,30,1
2002,2021/5/20,19,45,1
2002,2021/5/20,20,25,1
2002,2021/5/20,20,30,1
2002,2021/5/20,20,45,1
2002,2021/5/20,20,55,1
2002,2021/5/20,21,35,3
2002,2021/5/20,22,30,1
2002,2021/5/20,23,10,1
2002,2021/5/20,23,40,1
2002,2021/5/21,1,30,1
2002,2021/5/21,1,35,1
2002,2021/5/21,1,40,1
2002,2021/5/21,6,50,1
2002,2021/5/21,7,40,1
2002,2021/5/21,7,45,1
2002,2021/5/21,7,50,1
2002,2021/5/21,7,55,1
2002,2021/5/21,8,0,1
2002,2021/5/21,8,10,3
2002,2021/5/21,8,15,1
2002,2021/5/21,8,30,1
2002,2021/5/21,8,45,1
2002,2021/5/21,8,50,1
2002,2021/5/21,8,55,1
2002,2021/5/21,9,10,1
2002,2021/5/21,9,20,1
2002,2021/5/21,10,35,1
2002,2021/5/21,10,40,1
2002,2021/5/21,10,50,1
2002,2021/5/21,10,55,1
2002,2021/5/21,11,10,1
2002,2021/5/21,11,25,1
2002,2021/5/21,11,30,1
2002,2021/5/21,11,35,1
2002,2021/5/21,11,40,1
2002,2021/5/21,12,0,1
2002,2021/5/21,12,10,1
2002,2021/5/21,12,15,3
2002,2021/5/21,12,20,1
2002,2021/5/21,12,25,2
2002,2021/5/21,12,30,1
2002,2021/5/21,12,55,1
2002,2021/5/21,13,30,1
2002,2021/5/21,13,35,1
2002,2021/5/21,13,45,2
2002,2021/5/21,13,50,1
2002,2021/5/21,13,55,1
2002,2021/5/21,14,5,1
2002,2021/5/21,14,25,1
2002,2021/5/21,14,30,1
2002,2021/5/21,15,5,1
2002,2021/5/21,15,15,1
2002,2021/5/21,15,45,1
2002,2021/5/21,15,55,1
2002,2021/5/21,16,10,1
2002,2021/5/21,16,35,2
2002,2021/5/21,16,40,1
2002,2021/5/21,16,45,1
2002,2021/5/21,16,50,1
2002,2021/5/21,17,25,1
2002,2021/5/21,17,30,1
2002,2021/5/21,18,15,1
2002,2021/5/21,18,30,1
2002,2021/5/21,18,40,1
2002,2021/5/21,18,45,1
2002,2021/5/21,18,55,1
2002,2021/5/21,19,10,2
2002,2021/5/21,20,15,4
2002,2021/5/21,20,25,2
2002,2021/5/21,20,40,1
2002,2021/5/21,21,15,1
2002,2021/5/21,22,0,3
2002,2021/5/21,22,10,1
2002,2021/5/21,22,20,2
2002,2021/5/21,22,35,3
2002,2021/5/21,22,50,1
2002,2021/5/21,23,35,1
2002,2021/5/22,1,15,1
2002,2021/5/22,6,45,1
2002,2021/5/22,6,55,1
2002,2021/5/22,7,10,1
2002,2021/5/22,7,20,1
2002,2021/5/22,7,25,1
2002,2021/5/22,7,40,1
2002,2021/5/22,7,45,1
2002,2021/5/22,8,15,1
2002,2021/5/22,8,35,1
2002,2021/5/22,8,55,1
2002,2021/5/22,9,0,1
2002,2021/5/22,9,30,1
2002,2021/5/22,10,45,1
2002,2021/5/22,10,50,2
2002,2021/5/22,11,5,2
2002,2021/5/22,11,25,1
2002,2021/5/22,11,50,1
2002,2021/5/22,12,10,1
2002,2021/5/22,12,25,2
2002,2021/5/22,12,40,1
2002,2021/5/22,12,45,1
2002,2021/5/22,13,10,1
2002,2021/5/22,13,15,1
2002,2021/5/22,13,40,1
2002,2021/5/22,13,45,2
2002,2021/5/22,13,55,1
2002,2021/5/22,14,5,3
2002,2021/5/22,14,30,1
2002,2021/5/22,14,35,2
2002,2021/5/22,14,45,1
2002,2021/5/22,15,5,1
2002,2021/5/22,15,15,1
2002,2021/5/22,15,25,2
2002,2021/5/22,15,50,1
2002,2021/5/22,16,0,1
2002,2021/5/22,16,15,1
2002,2021/5/22,17,25,1
2002,2021/5/22,18,0,1
2002,2021/5/22,18,10,1
2002,2021/5/22,18,25,1
2002,2021/5/22,18,30,1
2002,2021/5/22,18,45,1
2002,2021/5/22,18,50,1
2002,2021/5/22,19,0,1
2002,2021/5/22,19,10,1
2002,2021/5/22,20,20,1
2002,2021/5/22,21,30,1
2002,2021/5/22,22,25,1
2002,2021/5/22,23,15,1
2002,2021/5/22,23,30,1
2002,2021/5/23,0,5,1
2002,2021/5/23,0,30,1
2002,2021/5/23,3,30,1
2002,2021/5/23,7,15,1
2002,2021/5/23,7,55,2
2002,2021/5/23,8,15,1
2002,2021/5/23,8,25,1
2002,2021/5/23,9,50,1
2002,2021/5/23,10,15,1
2002,2021/5/23,10,20,1
2002,2021/5/23,11,25,2
2002,2021/5/23,11,35,2
2002,2021/5/23,11,55,1
2002,2021/5/23,12,15,1
2002,2021/5/23,12,20,2
2002,2021/5/23,13,15,1
2002,2021/5/23,13,20,1
2002,2021/5/23,13,25,1
2002,2021/5/23,13,35,1
2002,2021/5/23,13,40,1
2002,2021/5/23,14,40,1
2002,2021/5/23,14,55,1
2002,2021/5/23,15,5,1
2002,2021/5/23,15,10,3
2002,2021/5/23,15,15,1
2002,2021/5/23,15,20,2
2002,2021/5/23,15,25,1
2002,2021/5/23,15,45,1
2002,2021/5/23,16,0,2
2002,2021/5/23,16,10,1
2002,2021/5/23,16,55,1
2002,2021/5/23,17,0,1
2002,2021/5/23,17,5,2
2002,2021/5/23,17,30,1
2002,2021/5/23,17,55,1
2002,2021/5/23,18,0,3
2002,2021/5/23,18,15,2
2002,2021/5/23,18,40,1
2002,2021/5/23,18,45,1
2002,2021/5/23,19,0,1
2002,2021/5/23,19,5,1
2002,2021/5/23,19,10,1
2002,2021/5/23,19,15,1
2002,2021/5/23,19,30,2
2002,2021/5/23,19,40,1
2002,2021/5/23,20,15,1
2002,2021/5/23,20,25,1
2002,2021/5/23,21,15,1
2002,2021/5/23,21,25,1
2002,2021/5/23,21,40,1
2002,2021/5/23,22,0,1
2002,2021/5/23,22,30,1
2002,2021/5/23,22,45,1
2002,2021/5/24,1,50,1
2002,2021/5/24,5,40,1
2002,2021/5/24,7,35,1
2002,2021/5/24,7,40,1
2002,2021/5/24,7,45,1
2002,2021/5/24,8,5,1
2002,2021/5/24,8,10,1
2002,2021/5/24,8,15,1
2002,2021/5/24,8,20,1
2002,2021/5/24,8,50,1
2002,2021/5/24,9,20,1
2002,2021/5/24,9,25,1
2002,2021/5/24,9,30,1
2002,2021/5/24,9,35,1
2002,2021/5/24,9,45,1
2002,2021/5/24,10,10,1
2002,2021/5/24,10,45,1
2002,2021/5/24,12,0,1
2002,2021/5/24,12,5,2
2002,2021/5/24,12,10,1
2002,2021/5/24,12,25,1
2002,2021/5/24,12,35,1
2002,2021/5/24,12,40,3
2002,2021/5/24,12,50,1
2002,2021/5/24,13,5,1
2002,2021/5/24,13,10,1
2002,2021/5/24,13,15,1
2002,2021/5/24,13,30,1
2002,2021/5/24,13,45,1
2002,2021/5/24,14,50,1
2002,2021/5/24,14,55,1
2002,2021/5/24,15,5,1
2002,2021/5/24,15,15,1
2002,2021/5/24,15,20,1
2002,2021/5/24,15,35,1
2002,2021/5/24,16,5,1
2002,2021/5/24,16,25,1
2002,2021/5/24,16,30,2
2002,2021/5/24,16,35,1
2002,2021/5/24,16,50,1
2002,2021/5/24,17,35,1
2002,2021/5/24,17,40,1
2002,2021/5/24,17,55,1
2002,2021/5/24,18,15,1
2002,2021/5/24,18,20,1
2002,2021/5/24,18,25,1
2002,2021/5/24,18,30,2
2002,2021/5/24,18,35,1
2002,2021/5/24,18,55,2
2002,2021/5/24,19,0,3
2002,2021/5/24,19,5,1
2002,2021/5/24,19,30,1
2002,2021/5/24,19,45,2
2002,2021/5/24,20,5,1
2002,2021/5/24,20,10,1
2002,2021/5/24,20,30,1
2002,2021/5/24,20,50,1
2002,2021/5/24,21,25,1
2002,2021/5/24,21,40,1
2002,2021/5/24,21,45,1
2002,2021/5/25,0,25,1
2002,2021/5/25,0,55,1
2002,2021/5/25,4,10,1
2002,2021/5/25,6,15,1
2002,2021/5/25,7,0,1
2002,2021/5/25,7,35,2
2002,2021/5/25,7,40,1
2002,2021/5/25,7,45,1
2002,2021/5/25,8,15,1
2002,2021/5/25,8,20,1
2002,2021/5/25,8,40,1
2002,2021/5/25,8,55,1
2002,2021/5/25,9,20,1
2002,2021/5/25,10,5,1
2002,2021/5/25,10,25,1
2002,2021/5/25,10,45,1
2002,2021/5/25,11,0,1
2002,2021/5/25,11,15,1
2002,2021/5/25,11,25,1
2002,2021/5/25,11,35,1
2002,2021/5/25,11,50,1
2002,2021/5/25,12,0,1
2002,2021/5/25,12,15,1
2002,2021/5/25,12,20,1
2002,2021/5/25,13,25,1
2002,2021/5/25,13,30,1
2002,2021/5/25,13,55,1
2002,2021/5/25,14,50,1
2002,2021/5/25,15,20,1
2002,2021/5/25,15,40,1
2002,2021/5/25,15,55,1
2002,2021/5/25,16,0,1
2002,2021/5/25,16,10,1
2002,2021/5/25,16,45,1
2002,2021/5/25,16,55,1
2002,2021/5/25,17,10,1
2002,2021/5/25,17,40,1
2002,2021/5/25,17,45,1
2002,2021/5/25,17,50,1
2002,2021/5/25,18,10,1
2002,2021/5/25,18,15,1
2002,2021/5/25,18,20,1
2002,2021/5/25,18,25,2
2002,2021/5/25,18,45,1
2002,2021/5/25,18,50,1
2002,2021/5/25,19,0,1
2002,2021/5/25,19,5,1
2002,2021/5/25,19,10,1
2002,2021/5/25,19,15,1
2002,2021/5/25,19,20,1
2002,2021/5/25,19,25,1
2002,2021/5/25,19,50,1
2002,2021/5/25,20,30,1
2002,2021/5/25,20,35,1
2002,2021/5/25,20,45,1
2002,2021/5/25,20,50,1
2002,2021/5/25,20,55,2
2002,2021/5/25,21,40,1
2002,2021/5/25,21,50,1
2002,2021/5/25,22,10,1
2002,2021/5/25,22,55,1
2002,2021/5/26,3,55,1
2002,2021/5/26,7,30,2
2002,2021/5/26,7,35,1
2002,2021/5/26,7,45,1
2002,2021/5/26,8,20,1
2002,2021/5/26,9,5,2
2002,2021/5/26,9,20,2
2002,2021/5/26,9,35,1
2002,2021/5/26,9,55,1
2002,2021/5/26,10,0,1
2002,2021/5/26,10,10,1
2002,2021/5/26,10,15,1
2002,2021/5/26,10,40,1
2002,2021/5/26,11,10,1
2002,2021/5/26,11,25,1
2002,2021/5/26,11,35,1
2002,2021/5/26,12,20,1
2002,2021/5/26,12,25,1
2002,2021/5/26,12,40,1
2002,2021/5/26,13,0,1
2002,2021/5/26,13,25,1
2002,2021/5/26,13,55,2
2002,2021/5/26,14,15,1
2002,2021/5/26,14,45,1
2002,2021/5/26,15,20,1
2002,2021/5/26,15,25,1
2002,2021/5/26,15,30,2
2002,2021/5/26,15,45,1
2002,2021/5/26,16,0,1
2002,2021/5/26,16,5,1
2002,2021/5/26,16,10,1
2002,2021/5/26,16,25,3
2002,2021/5/26,16,40,1
2002,2021/5/26,17,5,1
2002,2021/5/26,17,25,1
2002,2021/5/26,17,40,2
2002,2021/5/26,17,50,1
2002,2021/5/26,18,15,1
2002,2021/5/26,18,25,4
2002,2021/5/26,18,35,1
2002,2021/5/26,18,40,1
2002,2021/5/26,18,45,2
2002,2021/5/26,19,10,1
2002,2021/5/26,19,15,1
2002,2021/5/26,19,20,2
2002,2021/5/26,20,0,2
2002,2021/5/26,20,20,1
2002,2021/5/26,20,25,1
2002,2021/5/26,20,55,1
2002,2021/5/26,22,25,1
2002,2021/5/26,22,55,1
2002,2021/5/26,23,20,1
2002,2021/5/26,23,55,1
2002,2021/5/27,3,15,1
2002,2021/5/27,5,0,1
2002,2021/5/27,6,55,1
2002,2021/5/27,7,35,1
2002,2021/5/27,7,40,1
2002,2021/5/27,7,45,3
2002,2021/5/27,8,10,1
2002,2021/5/27,8,45,1
2002,2021/5/27,8,55,1
2002,2021/5/27,9,10,1
2002,2021/5/27,10,5,1
2002,2021/5/27,10,15,1
2002,2021/5/27,10,40,1
2002,2021/5/27,11,40,1
2002,2021/5/27,11,45,1
2002,2021/5/27,11,50,1
2002,2021/5/27,12,0,1
2002,2021/5/27,12,25,1
2002,2021/5/27,12,40,1
2002,2021/5/27,13,15,1
2002,2021/5/27,13,40,1
2002,2021/5/27,13,45,1
2002,2021/5/27,13,55,1
2002,2021/5/27,14,5,1
2002,2021/5/27,14,15,1
2002,2021/5/27,14,20,1
2002,2021/5/27,14,25,1
2002,2021/5/27,14,35,1
2002,2021/5/27,14,50,1
2002,2021/5/27,14,55,1
2002,2021/5/27,15,0,1
2002,2021/5/27,15,40,1
2002,2021/5/27,15,50,1
2002,2021/5/27,16,15,1
2002,2021/5/27,16,25,1
2002,2021/5/27,16,35,1
2002,2021/5/27,16,50,1
2002,2021/5/27,17,0,1
2002,2021/5/27,17,30,1
2002,2021/5/27,18,0,1
2002,2021/5/27,18,5,2
2002,2021/5/27,18,10,1
2002,2021/5/27,18,25,1
2002,2021/5/27,18,35,1
2002,2021/5/27,18,40,1
2002,2021/5/27,18,50,1
2002,2021/5/27,18,55,1
2002,2021/5/27,19,5,2
2002,2021/5/27,19,55,1
2002,2021/5/27,20,10,1
2002,2021/5/27,20,50,1
2002,2021/5/27,21,10,1
2002,2021/5/27,21,25,1
2002,2021/5/27,21,30,1
2002,2021/5/27,21,40,1
2002,2021/5/27,21,55,2
2002,2021/5/27,22,25,1
2002,2021/5/27,23,55,1
2002,2021/5/28,5,45,1
2002,2021/5/28,6,5,1
2002,2021/5/28,6,10,1
2002,2021/5/28,6,55,1
2002,2021/5/28,7,15,2
2002,2021/5/28,7,30,1
2002,2021/5/28,7,35,1
2002,2021/5/28,7,40,2
2002,2021/5/28,7,45,1
2002,2021/5/28,8,30,1
2002,2021/5/28,9,10,1
2002,2021/5/28,9,40,2
2002,2021/5/28,10,0,2
2002,2021/5/28,10,45,1
2002,2021/5/28,10,50,1
2002,2021/5/28,11,0,1
2002,2021/5/28,11,5,2
2002,2021/5/28,11,45,2
2002,2021/5/28,11,50,1
2002,2021/5/28,12,0,1
2002,2021/5/28,12,5,1
2002,2021/5/28,12,15,1
2002,2021/5/28,12,30,1
2002,2021/5/28,12,45,1
2002,2021/5/28,13,5,1
2002,2021/5/28,13,10,1
2002,2021/5/28,13,35,1
2002,2021/5/28,14,10,1
2002,2021/5/28,14,25,1
2002,2021/5/28,14,30,2
2002,2021/5/28,14,35,1
2002,2021/5/28,14,40,1
2002,2021/5/28,14,50,1
2002,2021/5/28,15,0,1
2002,2021/5/28,15,5,1
2002,2021/5/28,15,10,1
2002,2021/5/28,15,20,2
2002,2021/5/28,15,30,1
2002,2021/5/28,15,40,1
2002,2021/5/28,15,45,1
2002,2021/5/28,15,50,1
2002,2021/5/28,15,55,1
2002,2021/5/28,16,5,3
2002,2021/5/28,16,10,1
2002,2021/5/28,16,15,2
2002,2021/5/28,16,20,1
2002,2021/5/28,16,40,1
2002,2021/5/28,16,45,1
2002,2021/5/28,17,10,1
2002,2021/5/28,17,15,1
2002,2021/5/28,17,20,1
2002,2021/5/28,17,25,1
2002,2021/5/28,17,40,1
2002,2021/5/28,18,15,1
2002,2021/5/28,18,25,1
2002,2021/5/28,18,35,1
2002,2021/5/28,18,45,2
2002,2021/5/28,18,50,1
2002,2021/5/28,18,55,1
2002,2021/5/28,19,0,3
2002,2021/5/28,19,10,1
2002,2021/5/28,19,15,1
2002,2021/5/28,20,30,1
2002,2021/5/28,21,50,1
2002,2021/5/28,22,50,1
2002,2021/5/28,23,45,1
2002,2021/5/29,0,45,1
2002,2021/5/29,6,15,1
2002,2021/5/29,6,50,1
2002,2021/5/29,7,10,2
2002,2021/5/29,7,35,2
2002,2021/5/29,7,45,1
2002,2021/5/29,7,50,2
2002,2021/5/29,8,10,1
2002,2021/5/29,8,45,1
2002,2021/5/29,9,0,1
2002,2021/5/29,9,40,1
2002,2021/5/29,9,55,1
2002,2021/5/29,10,0,1
2002,2021/5/29,10,10,1
2002,2021/5/29,11,0,1
2002,2021/5/29,11,35,1
2002,2021/5/29,11,45,2
2002,2021/5/29,11,55,1
2002,2021/5/29,12,0,1
2002,2021/5/29,12,10,1
2002,2021/5/29,12,15,1
2002,2021/5/29,12,25,1
2002,2021/5/29,13,10,1
2002,2021/5/29,13,25,1
2002,2021/5/29,14,0,3
2002,2021/5/29,14,10,1
2002,2021/5/29,14,45,1
2002,2021/5/29,14,55,1
2002,2021/5/29,15,20,1
2002,2021/5/29,15,35,1
2002,2021/5/29,16,0,1
2002,2021/5/29,16,20,1
2002,2021/5/29,16,35,1
2002,2021/5/29,17,10,1
2002,2021/5/29,17,15,1
2002,2021/5/29,17,25,1
2002,2021/5/29,17,30,2
2002,2021/5/29,17,35,1
2002,2021/5/29,17,45,1
2002,2021/5/29,17,50,1
2002,2021/5/29,18,0,1
2002,2021/5/29,18,35,1
2002,2021/5/29,18,40,1
2002,2021/5/29,18,50,1
2002,2021/5/29,19,5,4
2002,2021/5/29,19,10,1
2002,2021/5/29,19,20,1
2002,2021/5/29,19,55,1
2002,2021/5/29,20,0,1
2002,2021/5/29,20,35,1
2002,2021/5/29,21,0,1
2002,2021/5/29,21,35,1
2002,2021/5/29,21,45,1
2002,2021/5/29,22,45,1
2002,2021/5/30,4,45,1
2002,2021/5/30,7,0,1
2002,2021/5/30,7,25,2
2002,2021/5/30,7,35,1
2002,2021/5/30,7,55,1
2002,2021/5/30,8,20,3
2002,2021/5/30,8,30,1
2002,2021/5/30,8,35,1
2002,2021/5/30,8,55,1
2002,2021/5/30,9,0,1
2002,2021/5/30,9,5,3
2002,2021/5/30,9,10,2
2002,2021/5/30,9,20,2
2002,2021/5/30,9,30,1
2002,2021/5/30,10,5,1
2002,2021/5/30,10,30,1
2002,2021/5/30,10,50,1
2002,2021/5/30,10,55,1
2002,2021/5/30,11,15,1
2002,2021/5/30,11,20,1
2002,2021/5/30,11,30,1
2002,2021/5/30,11,45,2
2002,2021/5/30,12,0,2
2002,2021/5/30,12,20,1
2002,2021/5/30,13,30,1
2002,2021/5/30,13,40,1
2002,2021/5/30,13,55,1
2002,2021/5/30,14,35,1
2002,2021/5/30,14,40,1
2002,2021/5/30,14,45,1
2002,2021/5/30,15,20,1
2002,2021/5/30,15,25,1
2002,2021/5/30,15,35,2
2002,2021/5/30,15,55,1
2002,2021/5/30,16,10,1
2002,2021/5/30,16,15,1
2002,2021/5/30,16,20,1
2002,2021/5/30,16,30,1
2002,2021/5/30,17,10,2
2002,2021/5/30,17,15,1
2002,2021/5/30,17,25,1
2002,2021/5/30,17,35,2
2002,2021/5/30,17,45,1
2002,2021/5/30,17,55,1
2002,2021/5/30,18,0,1
2002,2021/5/30,18,15,1
2002,2021/5/30,18,20,1
2002,2021/5/30,18,40,2
2002,2021/5/30,18,45,1
2002,2021/5/30,19,0,1
2002,2021/5/30,19,45,1
2002,2021/5/30,21,30,1
2002,2021/5/30,21,40,1
2002,2021/5/30,21,45,1
2002,2021/5/30,22,10,1
2002,2021/5/30,22,45,1
2002,2021/5/30,22,50,1
2002,2021/5/30,22,55,1
2002,2021/5/30,23,40,1
2002,2021/5/31,6,25,1
2002,2021/5/31,6,30,1
2002,2021/5/31,7,35,3
2002,2021/5/31,7,45,1
2002,2021/5/31,7,50,1
2002,2021/5/31,8,10,1
2002,2021/5/31,8,20,1
2002,2021/5/31,9,0,1
2002,2021/5/31,9,15,1
2002,2021/5/31,9,30,1
2002,2021/5/31,9,40,2
2002,2021/5/31,9,55,1
2002,2021/5/31,10,20,1
2002,2021/5/31,10,30,1
2002,2021/5/31,11,30,2
2002,2021/5/31,11,40,1
2002,2021/5/31,12,0,1
2002,2021/5/31,12,5,1
2002,2021/5/31,12,10,1
2002,2021/5/31,12,15,1
2002,2021/5/31,12,40,1
2002,2021/5/31,12,45,2
2002,2021/5/31,13,10,1
2002,2021/5/31,13,15,1
2002,2021/5/31,13,30,1
2002,2021/5/31,14,0,1
2002,2021/5/31,14,20,1
2002,2021/5/31,14,40,1
2002,2021/5/31,14,55,2
2002,2021/5/31,15,0,1
2002,2021/5/31,15,20,2
2002,2021/5/31,15,25,1
2002,2021/5/31,15,30,1
2002,2021/5/31,15,45,2
2002,2021/5/31,15,55,1
2002,2021/5/31,16,0,1
2002,2021/5/31,16,25,1
2002,2021/5/31,16,30,1
2002,2021/5/31,16,40,1
2002,2021/5/31,16,45,1
2002,2021/5/31,17,25,1
2002,2021/5/31,17,40,1
2002,2021/5/31,18,15,2
2002,2021/5/31,18,20,1
2002,2021/5/31,18,25,1
2002,2021/5/31,18,35,2
2002,2021/5/31,18,50,1
2002,2021/5/31,18,55,1
2002,2021/5/31,19,25,1
2002,2021/5/31,19,40,1
2002,2021/5/31,21,15,1
2002,2021/5/31,21,20,1
2002,2021/5/31,21,45,1
2002,2021/5/31,22,35,1
2002,2021/5/31,22,45,1
2002,2021/5/31,23,0,1
2002,2021/5/31,23,30,1
2002,2021/6/1,0,50,1
2002,2021/6/1,2,10,3
2002,2021/6/1,4,40,5
2002,2021/6/1,5,45,1
2002,2021/6/1,6,15,1
2002,2021/6/1,6,20,1
2002,2021/6/1,7,35,3
2002,2021/6/1,7,40,1
2002,2021/6/1,7,45,1
2002,2021/6/1,8,25,1
2002,2021/6/1,8,30,1
2002,2021/6/1,8,35,1
2002,2021/6/1,8,45,1
2002,2021/6/1,8,50,1
2002,2021/6/1,9,10,2
2002,2021/6/1,9,45,2
2002,2021/6/1,10,10,1
2002,2021/6/1,10,45,1
2002,2021/6/1,10,50,1
2002,2021/6/1,11,10,1
2002,2021/6/1,11,15,1
2002,2021/6/1,11,30,1
2002,2021/6/1,11,50,1
2002,2021/6/1,12,5,1
2002,2021/6/1,12,10,1
2002,2021/6/1,12,20,1
2002,2021/6/1,12,55,1
2002,2021/6/1,13,0,1
2002,2021/6/1,13,40,1
2002,2021/6/1,14,0,1
2002,2021/6/1,14,25,1
2002,2021/6/1,14,35,1
2002,2021/6/1,15,15,1
2002,2021/6/1,15,20,1
2002,2021/6/1,15,25,1
2002,2021/6/1,15,35,1
2002,2021/6/1,15,50,2
2002,2021/6/1,16,5,1
2002,2021/6/1,16,10,1
2002,2021/6/1,16,15,1
2002,2021/6/1,16,20,2
2002,2021/6/1,16,25,1
2002,2021/6/1,16,35,1
2002,2021/6/1,17,0,1
2002,2021/6/1,17,15,1
2002,2021/6/1,17,20,1
2002,2021/6/1,17,30,1
2002,2021/6/1,17,40,1
2002,2021/6/1,17,45,2
2002,2021/6/1,18,0,1
2002,2021/6/1,18,15,1
2002,2021/6/1,18,20,1
2002,2021/6/1,18,30,1
2002,2021/6/1,18,35,1
2002,2021/6/1,18,45,1
2002,2021/6/1,18,50,1
2002,2021/6/1,19,0,1
2002,2021/6/1,19,20,1
2002,2021/6/1,19,30,2
2002,2021/6/1,21,40,1
2002,2021/6/1,21,50,1
2002,2021/6/1,22,10,1
2002,2021/6/1,22,20,1
2002,2021/6/1,22,30,1
2002,2021/6/1,23,35,1
2002,2021/6/2,7,0,1
2002,2021/6/2,7,5,2
2002,2021/6/2,7,20,1
2002,2021/6/2,7,25,1
2002,2021/6/2,7,35,1
2002,2021/6/2,7,40,1
2002,2021/6/2,7,45,2
2002,2021/6/2,8,10,2
2002,2021/6/2,8,25,2
2002,2021/6/2,8,40,2
2002,2021/6/2,9,10,1
2002,2021/6/2,9,25,1
2002,2021/6/2,9,55,1
2002,2021/6/2,10,35,1
2002,2021/6/2,10,50,2
2002,2021/6/2,11,0,1
2002,2021/6/2,11,15,1
2002,2021/6/2,11,40,1
2002,2021/6/2,11,45,1
2002,2021/6/2,11,50,1
2002,2021/6/2,12,0,1
2002,2021/6/2,12,25,1
2002,2021/6/2,12,40,1
2002,2021/6/2,12,50,1
2002,2021/6/2,13,40,1
2002,2021/6/2,13,45,1
2002,2021/6/2,14,25,1
2002,2021/6/2,14,45,1
2002,2021/6/2,14,55,1
2002,2021/6/2,15,5,1
2002,2021/6/2,15,10,1
2002,2021/6/2,15,15,1
2002,2021/6/2,15,30,1
2002,2021/6/2,15,35,1
2002,2021/6/2,15,40,1
2002,2021/6/2,15,55,1
2002,2021/6/2,16,5,1
2002,2021/6/2,16,50,1
2002,2021/6/2,16,55,1
2002,2021/6/2,17,5,1
2002,2021/6/2,17,20,1
2002,2021/6/2,17,30,1
2002,2021/6/2,17,35,1
2002,2021/6/2,17,50,1
2002,2021/6/2,18,15,1
2002,2021/6/2,18,20,1
2002,2021/6/2,18,55,2
2002,2021/6/2,19,0,1
2002,2021/6/2,19,20,2
2002,2021/6/2,19,30,2
2002,2021/6/2,19,40,1
2002,2021/6/2,20,20,1
2002,2021/6/2,20,30,1
2002,2021/6/2,21,15,1
2002,2021/6/2,21,50,1
2002,2021/6/2,22,10,1
2002,2021/6/2,22,15,1
2002,2021/6/2,22,20,1
2002,2021/6/3,5,55,1
2002,2021/6/3,6,35,1
2002,2021/6/3,7,0,1
2002,2021/6/3,7,5,1
2002,2021/6/3,7,30,2
2002,2021/6/3,7,40,1
2002,2021/6/3,7,45,1
2002,2021/6/3,7,50,1
2002,2021/6/3,8,5,1
2002,2021/6/3,8,20,1
2002,2021/6/3,8,25,2
2002,2021/6/3,8,30,1
2002,2021/6/3,9,0,1
2002,2021/6/3,9,25,1
2002,2021/6/3,9,30,1
2002,2021/6/3,9,35,1
2002,2021/6/3,9,45,1
2002,2021/6/3,9,55,1
2002,2021/6/3,10,20,1
2002,2021/6/3,10,45,1
2002,2021/6/3,10,50,1
2002,2021/6/3,11,0,1
2002,2021/6/3,12,15,1
2002,2021/6/3,12,40,1
2002,2021/6/3,12,55,1
2002,2021/6/3,13,15,2
2002,2021/6/3,13,30,1
2002,2021/6/3,13,45,2
2002,2021/6/3,13,55,1
2002,2021/6/3,14,35,1
2002,2021/6/3,15,10,1
2002,2021/6/3,15,40,1
2002,2021/6/3,15,55,1
2002,2021/6/3,16,5,1
2002,2021/6/3,16,10,1
2002,2021/6/3,16,15,1
2002,2021/6/3,16,25,1
2002,2021/6/3,16,50,2
2002,2021/6/3,17,20,1
2002,2021/6/3,17,30,1
2002,2021/6/3,18,15,1
2002,2021/6/3,18,20,1
2002,2021/6/3,18,35,2
2002,2021/6/3,18,40,1
2002,2021/6/3,18,45,1
2002,2021/6/3,18,55,1
2002,2021/6/3,19,0,4
2002,2021/6/3,19,10,1
2002,2021/6/3,19,25,1
2002,2021/6/3,20,5,1
2002,2021/6/3,20,40,1
2002,2021/6/3,21,40,1
2002,2021/6/4,1,10,1
2002,2021/6/4,3,15,1
2002,2021/6/4,6,40,1
2002,2021/6/4,6,55,1
2002,2021/6/4,7,20,1
2002,2021/6/4,7,30,1
2002,2021/6/4,7,35,2
2002,2021/6/4,7,40,2
2002,2021/6/4,7,45,1
2002,2021/6/4,8,10,1
2002,2021/6/4,8,20,1
2002,2021/6/4,8,25,2
2002,2021/6/4,9,20,1
2002,2021/6/4,10,15,1
2002,2021/6/4,10,30,1
2002,2021/6/4,10,45,1
2002,2021/6/4,11,40,1
2002,2021/6/4,11,50,1
2002,2021/6/4,12,15,1
2002,2021/6/4,12,20,1
2002,2021/6/4,13,35,1
2002,2021/6/4,13,50,1
2002,2021/6/4,14,0,1
2002,2021/6/4,14,5,1
2002,2021/6/4,14,15,1
2002,2021/6/4,14,40,1
2002,2021/6/4,15,15,3
2002,2021/6/4,15,50,1
2002,2021/6/4,16,0,1
2002,2021/6/4,16,10,1
